112,4,4,7
140,4,5,7
168,4,6,7
196,4,7,7
210,5,6,7
224,4,7,8
252,6,6,7
280,5,7,8
294,6,7,7
336,6,7,8
350,5,7,10
378,6,7,9
392,7,7,8
420,6,7,10
448,7,8,8
462,6,7,11
490,7,7,10
504,7,8,9
560,7,8,10
588,7,7,12
616,7,8,11
630,7,9,10
672,7,8,12
686,7,7,14
700,7,10,10
728,7,8,13
756,7,9,12
770,7,10,11
784,7,8,14
840,7,10,12
882,7,9,14
896,8,8,14
910,7,10,13
924,7,11,12
980,7,10,14
1008,7,12,12
1078,7,11,14
1092,7,12,13
1120,8,10,14
1134,9,9,14
1176,7,12,14
1232,8,11,14
1260,9,10,14
1274,7,13,14
1344,8,12,14
1372,7,14,14
1386,9,11,14
1400,10,10,14
1456,8,13,14
1512,9,12,14
1540,10,11,14
1568,8,14,14
1638,9,13,14
1680,10,12,14
1694,11,11,14
1764,9,14,14
1792,8,14,16
1820,10,13,14
1848,11,12,14
1890,9,14,15
1960,10,14,14
2002,11,13,14
2016,12,12,14
2100,10,14,15
2142,9,14,17
2156,11,14,14
2184,12,13,14
2240,10,14,16
2268,9,14,18
2310,11,14,15
2352,12,14,14
2366,13,13,14
2380,10,14,17
2464,11,14,16
2520,12,14,15
2548,13,14,14
2618,11,14,17
2660,10,14,19
2688,12,14,16
2730,13,14,15
2744,14,14,14
2772,11,14,18
2800,10,14,20
2856,12,14,17
2912,13,14,16
2926,11,14,19
2940,14,14,15
3024,12,14,18
3080,11,14,20
3094,13,14,17
3136,14,14,16
3150,14,15,15
3192,12,14,19
3234,11,14,21
3276,13,14,18
3332,14,14,17
3360,14,15,16
3388,11,14,22
3458,13,14,19
3528,14,14,18
3570,14,15,17
3584,14,16,16
3640,13,14,20
3696,12,14,22
3724,14,14,19
3780,14,15,18
3808,14,16,17
3822,13,14,21
3864,12,14,23
3920,14,14,20
3990,14,15,19
4004,13,14,22
4032,14,16,18
4046,14,17,17
4116,14,14,21
4158,11,18,21
4186,13,14,23
4200,14,15,20
4256,14,16,19
4284,14,17,18
4312,14,14,22
4368,13,16,21
4410,14,15,21
4480,14,16,20
4508,14,14,23
4522,14,17,19
4536,14,18,18
4550,13,14,25
4620,14,15,22
4704,14,16,21
4732,13,14,26
4760,14,17,20
4788,14,18,19
4830,14,15,23
4900,14,14,25
4914,13,18,21
4928,14,16,22
4998,14,17,21
5040,15,16,21
5054,14,19,19
5082,11,21,22
5096,14,14,26
5152,14,16,23
5236,14,17,22
5250,14,15,25
5292,14,18,21
5320,14,19,20
5376,16,16,21
5460,13,20,21
5474,14,17,23
5488,14,14,28
5544,14,18,22
5586,14,19,21
5600,14,20,20
5670,15,18,21
5712,16,17,21
5796,14,18,23
5824,14,16,26
5852,14,19,22
5880,14,20,21
5950,14,17,25
6006,13,21,22
6048,16,18,21
6118,14,19,23
6160,14,20,22
6174,14,21,21
6188,14,17,26
6272,14,16,28
6300,15,20,21
6384,16,19,21
6426,17,18,21
6440,14,20,23
6468,14,21,22
6552,13,21,24
6650,14,19,25
6664,14,17,28
6720,16,20,21
6762,14,21,23
6776,14,22,22
6804,18,18,21
6916,14,19,26
6930,15,21,22
7000,14,20,25
7056,16,21,21
7084,14,22,23
7098,13,21,26
7140,17,20,21
7168,16,16,28
7182,18,19,21
7280,14,20,26
7350,14,21,25
7392,16,21,22
7406,14,23,23
7448,14,19,28
7560,18,20,21
7616,16,17,28
7644,14,21,26
7700,14,22,25
7728,16,21,23
7840,14,20,28
7854,17,21,22
7938,18,21,21
7980,19,20,21
8008,14,22,26
8050,14,23,25
8064,16,21,24
8092,17,17,28
8190,15,21,26
8232,14,21,28
8316,18,21,22
8372,14,23,26
8400,20,20,21
8512,16,19,28
8568,17,21,24
8624,14,22,28
8694,18,21,23
8736,16,21,26
8750,14,25,25
8778,19,21,22
8820,20,21,21
8960,16,20,28
9016,14,23,28
9044,17,19,28
9072,18,21,24
9100,14,25,26
9240,20,21,22
9282,17,21,26
9408,16,21,28
9450,18,21,25
9464,14,26,26
9520,17,20,28
9576,19,21,24
9660,20,21,23
9702,21,21,22
9744,16,21,29
9800,14,25,28
9828,18,21,26
9856,16,22,28
9996,17,21,28
10080,20,21,24
10108,19,19,28
10164,21,22,22
10192,14,26,28
10206,18,21,27
10304,16,23,28
10374,19,21,26
10416,16,21,31
10472,17,22,28
10500,20,21,25
10584,21,21,24
10626,21,22,23
10640,19,20,28
10710,17,21,30
10752,16,24,28
10920,20,21,26
10948,17,23,28
10962,18,21,29
10976,14,28,28
11088,21,22,24
11172,19,21,28
11200,20,20,28
11340,20,21,27
11424,17,24,28
11466,21,21,26
11550,21,22,25
11592,21,23,24
11648,16,26,28
11704,19,22,28
11718,18,21,31
11760,20,21,28
11900,17,25,28
11970,19,21,30
12012,21,22,26
12096,21,24,24
12138,17,21,34
12180,20,21,29
12236,19,23,28
12320,20,22,28
12348,21,21,28
12376,17,26,28
12474,21,22,27
12544,16,28,28
12558,21,23,26
12600,21,24,25
12768,19,24,28
12852,17,27,28
12880,20,23,28
12936,21,22,28
12992,16,28,29
13020,20,21,31
13104,21,24,26
13230,21,21,30
13300,19,25,28
13328,17,28,28
13398,21,22,29
13440,20,24,28
13524,21,23,28
13552,22,22,28
13566,19,21,34
13608,21,24,27
13650,21,25,26
13804,17,28,29
13832,19,26,28
13860,21,22,30
13888,16,28,31
14000,20,25,28
14112,21,24,28
14168,22,23,28
14196,21,26,26
14280,20,21,34
14322,21,22,31
14336,16,28,32
14364,19,27,28
14490,21,23,30
14560,20,26,28
14616,21,24,29
14630,19,22,35
14700,21,25,28
14742,21,26,27
14756,17,28,31
14784,22,24,28
14812,23,23,28
14896,19,28,28
14994,21,21,34
15120,20,27,28
15162,19,21,38
15232,17,28,32
15246,21,22,33
15288,21,26,28
15400,22,25,28
15428,19,28,29
15456,23,24,28
15540,20,21,37
15624,21,24,31
15680,20,28,28
15708,21,22,34
15750,21,25,30
15834,21,26,29
15876,21,27,28
15960,19,28,30
16016,22,26,28
16100,23,25,28
16128,24,24,28
16170,21,22,35
16184,17,28,34
16240,20,28,29
16380,21,26,30
16422,21,23,34
16464,21,28,28
16492,19,28,31
16632,22,27,28
16744,23,26,28
16758,21,21,38
16800,24,25,28
16926,21,26,31
16940,22,22,35
17010,21,27,30
17024,19,28,32
17052,21,28,29
17094,21,22,37
17136,21,24,34
17248,22,28,28
17290,19,26,35
17360,20,28,31
17388,23,27,28
17472,24,26,28
17500,25,25,28
17556,19,28,33
17640,21,28,30
17710,22,23,35
17850,21,25,34
17864,22,28,29
17920,20,28,32
18018,21,26,33
18032,23,28,28
18088,19,28,34
18144,24,27,28
18200,25,26,28
18228,21,28,31
18270,21,29,30
18354,21,23,38
18480,22,28,30
18522,21,21,42
18564,21,26,34
18620,19,28,35
18648,21,24,37
18676,23,28,29
18816,24,28,28
18900,25,27,28
18928,26,26,28
18942,21,22,41
19040,20,28,34
19096,22,28,31
19110,21,26,35
19152,21,24,38
19250,22,25,35
19278,21,27,34
19320,23,28,30
19404,21,28,33
19488,24,28,29
19530,21,30,31
19600,25,28,28
19656,26,27,28
19684,19,28,37
19712,22,28,32
19950,21,25,38
19964,23,28,31
19992,21,28,34
20020,22,26,35
20160,24,28,30
20202,21,26,37
20216,19,28,38
20286,21,23,42
20300,25,28,29
20328,22,28,33
20384,26,28,28
20412,27,27,28
20580,21,28,35
20608,23,28,32
20664,21,24,41
20706,21,29,34
20720,20,28,37
20748,21,26,38
20790,21,30,33
20832,24,28,31
20930,23,26,35
20944,22,28,34
21000,25,28,30
21112,26,28,29
21168,27,28,28
21252,23,28,33
21280,19,32,35
21294,21,26,39
21420,21,30,34
21504,24,28,32
21546,21,27,38
21560,22,28,35
21700,25,28,31
21756,21,28,37
21840,26,28,30
21896,23,28,34
21924,27,28,29
21952,28,28,28
22050,21,30,35
22134,21,31,34
22176,24,28,33
22218,23,23,42
22330,22,29,35
22344,21,28,38
22386,21,26,41
22400,25,28,32
22540,23,28,35
22568,26,28,31
22610,19,34,35
22680,27,28,30
22736,28,28,29
22750,25,26,35
22792,22,28,37
22848,24,28,34
22932,21,28,39
23100,25,28,33
23142,21,29,38
23184,23,28,36
23296,26,28,32
23310,21,30,37
23408,22,28,38
23436,27,28,31
23520,28,28,30
23548,28,29,29
23562,21,33,34
23660,26,26,35
23800,25,28,34
23814,21,27,42
23828,23,28,37
23870,22,31,35
23940,21,30,38
24024,26,28,33
24108,21,28,41
24150,23,30,35
24192,27,28,32
24276,21,34,34
24304,28,28,31
24360,28,29,30
24472,23,28,38
24500,25,28,35
24570,26,27,35
24640,22,32,35
24696,21,28,42
24738,21,31,38
24752,26,28,34
24864,24,28,37
24948,27,28,33
24990,21,34,35
25088,28,28,32
25116,23,28,39
25172,28,29,31
25200,28,30,30
25256,22,28,41
25270,19,35,38
25410,22,33,35
25480,26,28,35
25536,24,28,38
25578,21,29,42
25704,27,28,34
25760,23,32,35
25830,21,30,41
25872,28,28,33
25900,25,28,37
25984,28,29,32
26040,28,30,31
26082,23,27,42
26180,22,34,35
26208,26,28,36
26250,25,30,35
26334,21,33,38
26390,26,29,35
26404,23,28,41
26418,21,34,37
26460,27,28,35
26488,22,28,43
26600,25,28,38
26656,28,28,34
26796,28,29,33
26880,28,30,32
26908,28,31,31
26936,26,28,37
26950,22,35,35
27048,23,28,42
27104,22,28,44
27132,21,34,38
27216,27,28,36
27300,26,30,35
27342,21,31,42
27370,23,34,35
27440,28,28,35
27552,24,28,41
27608,28,29,34
27664,26,28,38
27692,23,28,43
27720,28,30,33
27776,28,31,32
27846,21,34,39
27930,21,35,38
27972,27,28,37
28000,25,32,35
28014,23,29,42
28210,26,31,35
28224,28,28,36
28336,23,28,44
28350,27,30,35
28392,26,28,39
28420,28,29,35
28490,22,35,37
28560,28,30,34
28644,28,31,33
28672,28,32,32
28700,25,28,41
28728,27,28,38
28896,24,28,43
28980,23,35,36
29008,28,28,37
29106,21,33,42
